Title,Genre,Tags,withDLC,isMature,Franchise,ReleaseDate,Developer,Publisher,Languages,PositiveReviews,TotalReviews,NegativeReviews,OriginalPrice,DiscountPercent
Bombe,Casual,"Puzzle, Casual, Strategy, 2D, Abstract, Automation, Minimalist, Singleplayer, Immersive Sim, Top-Down, Building, Education, Investigation, Logic, Programming, Relaxing, Science",0.0,0.0,,"4 Jun, 2023",Charlie Brej,Charlie Brej,"English, Simplified Chinese, Traditional Chinese, French, Japanese, Polish, German, Dutch, Danish, Russian, Swedish, Korean, Portuguese - Brazil",185,186,1,"142.000,00₫",-30%
You Must Become A Lich,"Casual, Indie, Simulation, Strategy","Physics, Arcade, Collectathon, Cute, Character Customization, Colorful, Fantasy, Magic, Atmospheric, Capitalism, Illuminati, Stylized, Loot, Simulation, Idler, Casual, Top-Down, Creature Collector, Strategy, Third Person",0.0,0.0,,"4 Nov, 2023",Skylor Beck,Skylor Beck,English,27,31,4,"102.000,00₫",-15%
Infliction,"Adventure, Indie","Horror, Psychological Horror, Gore, Adventure, Indie, Violent, Atmospheric, Singleplayer, Walking Simulator, Story Rich, First-Person, Dark, Realistic, Surreal, Demons, Exploration, Interactive Fiction, Controller",0.0,1.0,,"18 Oct, 2018",Caustic Reality,Caustic Reality,"English, German, Simplified Chinese, French, Japanese, Russian, Spanish - Spain, Traditional Chinese",607,732,125,"188.000,00₫",-80%
Hidden Cats in Paris,"Casual, Indie","Cats, Hidden Object, Wholesome, Cozy, Hand-drawn, Indie, Relaxing, Point & Click, Cute, Cartoon, Casual, Noir, Colorful, 2D, Cartoony, Puzzle, Nonlinear, Historical, Singleplayer, Controller",1.0,0.0,,"31 Mar, 2022",Nukearts Studio,Nukearts Studio,English,393,403,10,"30.000,00₫",-15%
Mr.President!,"Action, Adventure, Indie, Simulation","Memes, Funny, Action, Politics, Indie, Simulation, Comedy, Physics, Political, Adventure, Parkour, Singleplayer, Illuminati, Psychological Horror, Difficult, Violent, Multiplayer, Sexual Content, Anime, Gore",0.0,1.0,,"10 Oct, 2016",Game Developer X,Game Developer X,English,"(3,122)","(3,883)",761,"120.000,00₫",-90%
Drakensang,RPG,"RPG, Fantasy, Party-Based RPG, Real-Time with Pause, Singleplayer, Atmospheric, Third Person, CRPG, Adventure, Dark Fantasy, Character Customization, Turn-Based, Story Rich, Magic, Open World",0.0,0.0,,"27 Feb, 2009",Radon Labs,DTP Entertainment,"English, German, French",505,630,125,"120.000,00₫",-80%
Dawn of the Monsters,"Action, Adventure","Action, Adventure, Action-Adventure, Side Scroller, 2D, Sci-fi, Combat, Singleplayer, Co-op, Beat 'em up, Local Multiplayer, Arcade, Anime, Comic Book, Funny, Atmospheric, Comedy, Robots, Open World, Local Co-Op",1.0,0.0,,"15 Mar, 2022",13AM Games,WayForward,"English, French, Italian, German, Spanish - Spain, Japanese",97,105,8,"250.000,00₫",-40%
Papetura,"Adventure, Casual, Indie","Point & Click, Atmospheric, Stylized, Relaxing, 2D, Puzzle, Hand-drawn, Story Rich, Casual, Exploration, Cute, Surreal, Family Friendly, Psychedelic, Adventure, Fantasy, Singleplayer, Great Soundtrack, Beautiful, Cult Classic",1.0,0.0,,"7 May, 2021",Petums,Petums,"English, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Italian, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Indonesian, Norwegian, Portuguese - Portugal, Romanian, Spanish - Latin America, Swedish, Thai, Turkish, Ukrainian, Vietnamese, Afrikaans, Albanian, Amharic, Armenian, Assamese, Azerbaijani, Bangla, Basque, Belarusian, Bosnian, Catalan, Cherokee, Croatian, Dari, Estonian, Filipino, Galician, Georgian, Gujarati, Hausa, Hebrew, Hindi, Icelandic, Igbo, Irish, K'iche', Kannada, Kazakh, Khmer, Kinyarwanda, Konkani, Kyrgyz, Latvian, Lithuanian, Luxembourgish, Macedonian, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Nepali, Odia, Persian, Punjabi (Gurmukhi), Punjabi (Shahmukhi), Quechua, Scots, Serbian, Sindhi, Sinhala, Slovak, Slovenian, Sorani, Sotho, Swahili, Tajik, Tamil, Tatar, Telugu, Tigrinya, Tswana, Turkmen, Urdu, Uyghur, Uzbek, Valencian, Welsh, Wolof, Xhosa, Yoruba, Zulu",873,944,71,"140.000,00₫",-50%
Alchemist: The Potion Monger,"Adventure, Casual, RPG, Simulation, Early Access","Early Access, Dark Humor, Dog, Singleplayer, Crafting, Relaxing, Simulation, RPG, Casual, Cats, Cute, Life Sim, Stylized, Sandbox, Puzzle, Open World, Resource Management, Colorful, 3D, First-Person",0.0,0.0,AGSFranchise,"16 Oct, 2023",Art Games Studio S.A.,Art Games Studio S.A.,"English, Polish, Spanish - Spain, German, Simplified Chinese, Japanese",34,37,3,"192.000,00₫",-50%
Paranormal Cleanup,"Action, Adventure, Indie, Early Access","Early Access, Horror, Psychological Horror, Online Co-Op, Action-Adventure, First-Person, Choices Matter, Stealth, Nonlinear, Survival Horror, Action, Team-Based, Realistic, Demons, Multiplayer, Dark, Collectathon, Procedural Generation, PvE, 3D",0.0,1.0,,"15 Feb, 2023",Manic Mice,Manic Mice,English,183,257,74,"73.500,00₫",-25%
Sky Rogue,"Action, Indie, Simulation","Flight, Indie, Jet, Controller, 3D, Roguelite, Procedural Generation, Vehicular Combat, Simulation, Action Roguelike, Arcade, Action, Colorful, Singleplayer, Moddable, Local Co-Op, Perma Death, Retro, Military, Futuristic",1.0,0.0,,"24 Aug, 2017",Fractal Phase,Fractal Phase,"English, French, Japanese, Simplified Chinese, Italian, German, Korean, Spanish - Spain, Portuguese - Portugal, Portuguese - Brazil, Russian, Spanish - Latin America, Traditional Chinese",983,"(1,054)",71,"188.000,00₫",-75%
Sky Haven Tycoon - Airport Simulator,"Simulation, Strategy","Simulation, Strategy, Management, Building, Flight, Sandbox, Economy, Early Access",0.0,0.0,,"20 Nov, 2022",Real Welders,Real Welders,"English, French, Italian, German, Spanish - Spain, Russian, Simplified Chinese",753,"(1,086)",333,"259.500,00₫",-50%
Street Legal Racing: Redline v2.3.1,"Racing, Simulation","Automobile Sim, Racing, Simulation, Driving, Building, Singleplayer, Open World, Kickstarter, Moddable, Destruction, Multiplayer",1.0,0.0,Street Legal,"7 May, 2016",Invictus Games Ltd.,Activision Value Inc.,English,"(3,199)","(3,642)",443,"87.500,00₫",-25%
MY HERO ONE'S JUSTICE,Action,"Action, Anime, Fighting, Superhero, Multiplayer, Character Customization, Singleplayer, Local Multiplayer, Heist, 3D Fighter",1.0,0.0,,"25 Oct, 2018",Byking Inc.,BANDAI NAMCO Entertainment,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Traditional Chinese","(1,586)","(2,090)",504,"298.000,00₫",-50%
Master of Magic Classic,Strategy,"Strategy, Turn-Based, Fantasy, Classic, Demons, Dark Comedy, 4X, Magic, Pixel Graphics, Turn-Based Strategy",1.0,0.0,Master of Magic,"1 Sep, 1994",SimTex,Slitherine Ltd.,English,594,612,18,"87.500,00₫",-50%
Disney G-Force,"Action, Adventure","Cult Classic, Story Rich, Action, War, Dark Fantasy, Third-Person Shooter, Emotional, Adventure, Family Friendly, Singleplayer, Historical, Open World, Casual, Beautiful, Atmospheric, Cute, Stealth, Funny, Simulation, Free to Play",0.0,0.0,,"21 Jul, 2009",Eurocom,Disney,"English, French, Italian, German, Spanish - Spain, Czech, Dutch, Hungarian, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian",553,588,35,"260.000,00₫",-70%
Low Magic Age,"Adventure, Casual, Indie, RPG, Strategy, Early Access","Early Access, Dungeons & Dragons, Turn-Based Combat, Turn-Based Tactics, Party-Based RPG, Turn-Based Strategy, Turn-Based, Dungeon Crawler, Grid-Based Movement, Team-Based, Medieval, Old School, Character Customization, Tactical RPG, Traditional Roguelike, Strategy RPG, CRPG, Sandbox, Roguelike, Adventure",0.0,0.0,,"10 Jan, 2017",Low Magic Studios,Low Magic Studios,"English, Simplified Chinese, Traditional Chinese, French, Japanese, Italian","(2,630)","(2,923)",293,"205.000,00₫",-60%
New Gundam Breaker,Action,"Mechs, Action, Anime, Character Customization, Multiplayer, Robots, Dating Sim, Visual Novel, Singleplayer",0.0,0.0,Gundam,"24 Sep, 2018","CRAFTS & MEISTER Co., Ltd.",BANDAI NAMCO Entertainment,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese",986,"(2,254)","(1,268)","1.060.000,00₫",-70%
Little Shrimp：Legend Reborn,"Adventure, Massively Multiplayer, RPG, Free to Play","Card Battler, Turn-Based Tactics, Martial Arts, Retro, PvP, Card Game, RPG, Turn-Based Strategy, Action RPG, 2D, Swordplay, Story Rich, Turn-Based Combat, Conversation, Massively Multiplayer, Old School, Adventure, Free to Play, Multiplayer, Drama",0.0,0.0,,"14 Nov, 2023",ForeverNo.2 Game Studio,ForeverNo.2 Game Studio,"English, Traditional Chinese, Simplified Chinese",39,51,12,Free,
Constructor Plus,"Indie, Simulation, Strategy","Strategy, Simulation, Indie, City Builder, Comedy, Building, Singleplayer",0.0,0.0,,"27 May, 2019",System 3,System 3,"English, French, Italian, German, Spanish - Spain, Czech, Polish, Portuguese - Brazil, Russian",342,386,44,"260.000,00₫",-75%
Voodoo Vince: Remastered,"Action, Adventure","Action, Adventure, 3D Platformer, Great Soundtrack, Cult Classic, Classic, Comedy, Singleplayer, Funny, Remake, Platformer",0.0,0.0,,"18 Apr, 2017","Beep Games, Inc.","Beep Games, Inc.","English, French, German, Spanish - Spain",451,485,34,"165.000,00₫",
Project Planet - Earth vs Humanity,"Indie, Strategy","Party Game, Social Deduction, Board Game, Local Multiplayer, Family Friendly, Turn-Based Strategy, Team-Based, Online Co-Op, Political Sim, Funny, Psychological, Asynchronous Multiplayer, Choices Matter, PvP, Dystopian, Survival, Multiplayer, Dark Humor, Cinematic, Strategy",0.0,0.0,,"25 Sep, 2023",Fifth Harbour Studios,Fifth Harbour Studios,English,66,80,14,"321.000,00₫",-30%
Creepy Tale 2,"Adventure, Indie","Dark, Horror, Singleplayer, Indie, Narration, Drama, Escape Room, Puzzle, Side Scroller, Point & Click, Mystery, Action-Adventure, Lore-Rich, 2D, Story Rich, Hand-drawn, Atmospheric, Adventure, RPG, 2D Platformer",1.0,0.0,Creepy Brothers,"16 Jul, 2021",Creepy Brothers,Creepy Brothers,"English, Russian, Spanish - Spain, Spanish - Latin America, French, German, Traditional Chinese, Simplified Chinese, Hungarian",920,"(1,055)",135,"120.000,00₫",-70%
9 Childs Street,Indie,"Indie, Horror, Psychological Horror, Dark, First-Person, Walking Simulator, Adventure, Atmospheric, 3D, Singleplayer, Linear, Supernatural, Realistic, Mystery, Psychological, Thriller, Story Rich, Violent, Multiplayer",0.0,1.0,,"16 Feb, 2023",N4bA,N4bA,"English, Russian",423,461,38,"102.000,00₫",-50%
Vampire: The Masquerade - Redemption,RPG,"RPG, Vampire, Violent, Classic, Story Rich, Singleplayer, Atmospheric, Great Soundtrack, Cult Classic, Horror, Dark, Action, Third Person, Choices Matter, Dark Fantasy, Multiplayer",0.0,0.0,,"7 Jun, 2000",Nihilistic Software,Activision,English,657,747,90,"136.000,00₫",-50%
,,,0.0,0.0,,,,,,,,,"450.000,00₫",-75%
Tower Walker: MMO Grind Simulator,"Casual, Indie, RPG, Simulation","Idler, Auto Battler, Automation, Management, PvE, Point & Click, RPG, 2D Fighter, Character Customization, Simulation, 2D, Casual, Fantasy, Magic, Loot, Class-Based, Cartoon, Combat, Inventory Management, Singleplayer",1.0,0.0,Tower Walker,"8 Feb, 2023",Raptor Claw Games,Raptor Claw Games,English,84,98,14,"120.000,00₫",-50%
Island SAGA,RPG,"Sexual Content, Nudity, RPG, Mature, Anime, RPGMaker, JRPG, Hentai, Indie, NSFW, 2D",0.0,1.0,,"19 May, 2020",Kamichichi,Remtairy,"English, Japanese, Traditional Chinese",253,295,42,"188.000,00₫",-40%
STASIS,"Adventure, Indie","Point & Click, Isometric, Sci-fi, Horror, Adventure, Story Rich, Atmospheric, Singleplayer, Space, Indie, Puzzle, Psychological Horror, Gore, 2.5D, 2D, Post-apocalyptic, Fantasy, Retro, Kickstarter, Cinematic",1.0,0.0,STASIS,"31 Aug, 2015",THE BROTHERHOOD,THE BROTHERHOOD,"English, French, German, Spanish - Spain, Polish, Russian, Italian, Turkish, Spanish - Latin America","(1,559)","(1,906)",347,"115.000,00₫",-66%
BlazBlue: Calamity Trigger,Action,"Fighting, Anime, 2D Fighter, Arcade, Great Soundtrack, 2D, Action, Local Multiplayer, Beat 'em up, Singleplayer, Local Co-Op, Multiplayer, Story Rich, Cute, Controller, Competitive, Fantasy, Fast-Paced, Pixel Graphics, Comedy",0.0,0.0,,"13 Feb, 2014",Arc System Works,"H2 Interactive Co., Ltd.","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Traditional Chinese","(2,600)","(3,018)",418,"120.000,00₫",-85%
The Swapper,"Action, Adventure, Indie","Puzzle, Sci-fi, Atmospheric, Indie, Space, Platformer, Puzzle Platformer, Singleplayer, Adventure, Great Soundtrack, Philosophical, 2D, Psychological Horror, Metroidvania, Mystery, Exploration, Story Rich, Action, Side Scroller, Difficult",0.0,0.0,,"30 May, 2013","Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",Facepalm Games,English,"(6,763)","(7,166)",403,"165.000,00₫",-80%
Greyhill Incident,"Adventure, Indie","Survival Horror, Horror, First-Person, Singleplayer, Aliens, Adventure, Atmospheric, Satire, Story Rich, FPS, Exploration, Dark, Psychological Horror, Survival, Stealth, Drama, Sci-fi, Action-Adventure, Mystery, Indie",1.0,0.0,,"9 Jun, 2023",Refugium Games,Refugium Games,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Russian, Portuguese - Brazil, Simplified Chinese",178,450,272,"321.000,00₫",-30%
Battle Ram,"Action, Adventure, Indie, Simulation, Sports","Spectacle fighter, Bullet Hell, Robots, Perma Death, Difficult, Cute, Top-Down, Action, Simulation, Colorful, Hand-drawn, Stylized, Casual, Atmospheric, Indie, Soundtrack, Adventure, 2D, Addictive, Great Soundtrack",0.0,0.0,,"5 Jan, 2023",Wloop777,khukhrovr  ,"English, Russian, French, German, Traditional Chinese, Simplified Chinese, Korean, Polish, Japanese, Italian, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Vietnamese, Greek, Danish, Spanish - Latin America, Dutch, Norwegian, Portuguese - Portugal, Romanian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Azerbaijani, Albanian, Amharic, Armenian, Assamese, Afrikaans, Basque, Belarusian, Bangla, Bosnian, Valencian, Welsh, Wolof, Galician, Georgian, Gujarati, Dari, Zulu, Hebrew, Igbo, Indonesian, Irish, Icelandic, Yoruba, Kazakh, Kannada, Catalan, Quechua, Kinyarwanda, K'iche', Konkani, Xhosa, Khmer, Kyrgyz, Latvian, Lithuanian, Luxembourgish, Macedonian, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Nepali, Odia, Punjabi (Gurmukhi), Punjabi (Shahmukhi), Persian, Serbian, Sotho, Sinhala, Sindhi, Slovak, Slovenian, Sorani, Swahili, Tajik, Tamil, Tatar, Telugu, Tigrinya, Tswana, Turkmen, Uzbek, Uyghur, Urdu, Filipino, Hausa, Hindi, Croatian, Cherokee, Scots, Estonian","(1,946)","(2,166)",220.0,"75.000,00₫",-90%
Lakeview Valley,"Adventure, Indie, RPG","CRPG, Tactical RPG, Survival Horror, Fishing, Action RPG, Character Customization, RPG, 2D, Top-Down, Romance, Horror, Psychological Horror, Dark Humor, Dark Comedy, Multiple Endings, Narration, Choices Matter, Pixel Graphics, Sandbox, Story Rich",0.0,1.0,,"22 Oct, 2019",Roope Tamminen,Roope Tamminen,"English, Russian, Simplified Chinese",551,660,109.0,"165.000,00₫",-30%
Neo Cab,"Adventure, Indie, RPG","Visual Novel, Cyberpunk, Interactive Fiction, Story Rich, Noir, Choices Matter, Atmospheric, Multiple Endings, Point & Click, Conversation, Stylized, Comic Book, Sci-fi, Emotional, 2.5D, Adventure, Futuristic, Soundtrack, Narrative, Singleplayer",1.0,0.0,Fellow Traveller,"3 Oct, 2019",Chance Agency,Fellow Traveller,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish, Arabic","(1,808)","(2,168)",360.0,"205.000,00₫",-85%
Blade Strangers,Action,"Action, Fighting, 2D Fighter, Anime",0.0,0.0,,"28 Aug, 2018",Studio Saizensen,"Nicalis, Inc.","English, Japanese",206,270,64.0,"188.000,00₫",-80%
Zipp's Café,"Adventure, Casual, Indie","Casual, Interactive Fiction, 2.5D, Cute, Hand-drawn, Dark Comedy, Atmospheric, Conversation, Indie, Adventure, Text-Based, Multiple Endings, Story Rich, Singleplayer, Clicker, 2D, Cartoony, Colorful, Cozy",0.0,1.0,World of Wilderness,"15 Nov, 2023",The Wild Gentlemen,The Wild Gentlemen,"English, German, Simplified Chinese, Japanese, Hungarian, Russian",74,83,9.0,"59.000,00₫",
Sea Dogs: To Each His Own,RPG,"Pirates, Naval, RPG, Sandbox, Naval Combat, Action RPG, Sailing, Third Person, Character Customization, 3D, Historical, Romance, Open World, Choices Matter, Action, Story Rich, Singleplayer, Multiple Endings, Replay Value, Adventure",1.0,0.0,Valkyrie Initiative,"12 Feb, 2016",BlackMark Studio,Akella,"English, Russian","(1,634)","(2,169)",535.0,"165.000,00₫",-80%
Subway Midnight,"Adventure, Indie","Psychological Horror, Colorful, Psychedelic, Atmospheric, Horror, Exploration, Hand-drawn, Multiple Endings, Cute, Walking Simulator, Puzzle, Female Protagonist, Choices Matter, Abstract, Story Rich, Trains, Stylized, Adventure, Cartoony, Supernatural",0.0,0.0,,"28 Oct, 2021",Bubby Darkstar,Aggro Crab,"English, French, Italian, German, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America",788,946,158.0,"120.000,00₫",-50%
DEAD OR SCHOOL,"Action, Indie, RPG","Female Protagonist, Anime, Action, Mature, Sexual Content, RPG, Nudity, Zombies, Side Scroller, Indie, Hack and Slash, Metroidvania, 2D, JRPG, Singleplayer, Cute, Horror, Visual Novel, Difficult",0.0,0.0,,"3 Jun, 2019",Studio Nanafushi,Studio Nanafushi,"English, Japanese, Simplified Chinese, Russian","(2,282)","(2,683)",401.0,"220.000,00₫",-60%
Commander Keen,Action,"Platformer, Classic, 1990's, 2D, Action, Retro, Old School, Singleplayer, Sci-fi, Family Friendly, Side Scroller, Adventure, Nostalgia, Pixel Graphics",0.0,0.0,,"14 Dec, 1990",id Software,id Software,English,"(1,315)","(1,409)",94.0,"112.500,00₫",-60%
Afterdream,"Adventure, Indie","Psychological Horror, Horror, Adventure, 2D, Atmospheric, Side Scroller, Psychological, Story Rich, Walking Simulator, Female Protagonist, Pixel Graphics, Mystery, Emotional, Linear, Surreal, Narration, Stylized, Drama, Minimalist, Singleplayer",0.0,1.0,Gamera Games,"28 Sep, 2023",Jesse Makkonen,Gamera Games,"English, Simplified Chinese, German, Japanese, Traditional Chinese, Korean",151,160,9.0,"155.000,00₫",-20%
Forsaken Remastered,"Action, Adventure","Action, Adventure, Violent, 6DOF, Classic, FPS, Retro, Singleplayer, Remake",0.0,1.0,,"31 Jul, 2018",Nightdive Studios,Nightdive Studios,"English, French, Italian, German, Spanish - Spain",167,189,22.0,"188.000,00₫",-50%
Cosmodread,"Action, Adventure, Indie","VR, Survival Horror, Action, Horror, Perma Death, Sci-fi, Adventure, Roguelike, Procedural Generation, Atmospheric, Indie, Gore, Space, Survival, Singleplayer, Immersive",0.0,1.0,,"25 Mar, 2021",White Door Games,White Door Games,"English, French, German, Spanish - Spain, Italian, Japanese, Korean, Russian, Simplified Chinese",343,372,29.0,"165.000,00₫",-15%
Mosaique Neko Waifus 2,"Casual, RPG","Hentai, NSFW, Nudity, Sexual Content, LGBTQ+, Puzzle, 2D, Visual Novel, RPG, Interactive Fiction, Colorful, Romance, Singleplayer, Anime, Casual, Collectathon, Cute, Dating Sim, Beautiful, Hand-drawn",1.0,1.0,Hentai Mosaique,"5 Jun, 2020",Lil Hentai Games,Lil Hentai Games,"English, French, German, Spanish - Spain, Simplified Chinese, Japanese, Korean, Polish, Russian, Thai","(2,546)","(2,661)",115.0,"45.000,00₫",-70%
